product_name,code_country,pnns_groups_1,pnns_groups_2,nutrition-score-uk_100g,nutrition-score-fr_100g,sodium_100g,salt_100g,proteins_100g,energy_100g,saturated-fat_100g,sugars_100g,fat_100g,carbohydrates_100g
Pomme Cassis à l'eau de source,FRA,Beverages,Sweetened beverages,2.0,13.0,0.1,0.254,0.1,173.0,0.1,8.8,0.1,9.8
Thé vert Saveur Menthe,FRA,Beverages,Sweetened beverages,1.0,8.0,0.0511811023622047,0.13,0.1,97.0,0.0,5.2,0.1,5.4
100 % Pur jus Orange,FRA,Beverages,Fruit juices,-3.0,3.0,0.0,0.0,0.6,180.0,0.0,9.5,0.0,10.0
Citronnade à l'eau de source,FRA,Beverages,Sweetened beverages,1.0,9.0,0.0,0.0,0.0,117.0,0.0,6.2,0.0,6.9
Nectar goyave,FRA,Beverages,Fruit nectars,2.0,14.0,0.0118110236220472,0.03,0.0,185.0,0.0,9.7,0.0,10.8
Sirop de grenadine,FRA,Beverages,Non-sugared beverages,14.0,20.0,0.00393700787401575,0.01,0.0,1377.0,0.0,80.0,0.0,81.0
Allumettes fumées,FRA,Fish Meat Eggs,Processed meat,20.0,20.0,1.3385826771653502,3.4,16.0,1036.0,7.9,1.2,20.0,1.4
Pain de mie nature,FRA,Cereals and potatoes,Bread,1.0,1.0,0.590551181102362,1.5,7.5,1247.0,0.5,6.0,6.0,51.1
"Crevettes sauce piquante, Surgelé",LUX,Composite foods,One-dish meals,4.0,4.0,0.425196850393701,1.08,3.8,472.0,0.4,5.0,3.1,17.0
Mes légumes vapeur nature,FRA,Fruits and vegetables,Vegetables,-8.0,-8.0,0.00393700787401575,0.01,2.1,147.0,0.0,4.1,0.4,4.9
Saucisse sèche,FRA,Fish Meat Eggs,Processed meat,25.0,25.0,1.79133858267717,4.55,27.9,1828.0,14.1,0.6,36.0,1.3
Eau aromatisée gazeuse citron-citron vert-verveine,FRA,Beverages,Non-sugared beverages,0.0,0.0,0.031496062992126,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Truite fumée au bois de hêtre,FRA,Fish Meat Eggs,Fish and seafood,12.0,12.0,1.11417322834646,2.83,22.3,669.0,1.3,0.0,7.6,0.0
Couscous,SVN,Composite foods,One-dish meals,2.0,2.0,0.346456692913386,0.88,7.4,585.0,2.1,2.2,7.0,11.0
Poulet façon Kebab et semoule,FRA,Composite foods,One-dish meals,3.0,3.0,0.44488188976377896,1.13,6.6,587.0,2.1,2.9,4.8,16.9
Gratin de gnocchi aux 3 fromages,FRA,Composite foods,One-dish meals,11.0,11.0,0.334645669291339,0.85,6.7,840.0,6.5,1.4,9.7,20.7
Chorizo espagnol,FRA,Fish Meat Eggs,Processed meat,24.0,24.0,1.3779527559055098,3.5,21.7,1440.0,10.2,1.6,28.2,1.6
8 Mini Gâches,FRA,Sugary snacks,Pastries,18.0,18.0,0.401574803149606,1.02,7.9,1529.0,8.4,12.3,13.3,51.9
Jambon sec Supérieur,FRA,Fish Meat Eggs,Processed meat,20.0,20.0,2.3228346456692903,5.9,27.0,1142.0,7.5,0.5,18.0,1.0
Véritable Jambon persillé de Bourgogne,FRA,Fish Meat Eggs,Processed meat,11.0,11.0,0.643,1.63,24.2,700.0,2.42,1.17,6.67,2.67
Jambon Serrano,FRA,Fish Meat Eggs,Processed meat,15.0,15.0,2.00787401574803,5.1,30.0,890.0,3.2,0.5,10.0,0.6
Jambon cuit supérieur avec couenne,FRA,Fish Meat Eggs,Processed meat,5.0,5.0,0.708661417322835,1.8,19.6,630.0,3.0,0.5,7.8,0.5
Jambon cuit supérieur - 4 Tranches (découenné-dégraissé),FRA,Fish Meat Eggs,Processed meat,5.0,5.0,0.78740157480315,2.0,20.8,506.0,1.5,0.7,3.8,0.7
Cake Jambon Olives,FRA,unknown,unknown,8.0,8.0,0.5196850393700789,1.32,11.3,1343.0,4.7,2.4,23.9,14.0
Cake aux légumes,FRA,unknown,unknown,11.0,11.0,0.551181102362205,1.4,9.8,1413.0,3.6,14.6,23.4,19.9
Cabillaud sauce citron et son riz aux petits légumes,SVN,Composite foods,One-dish meals,-4.0,-4.0,0.14960629921259802,0.38,8.9,462.0,0.98,1.2,2.5,12.4
Escalope milanaise et tagliatelles,FRA,Composite foods,One-dish meals,-3.0,-3.0,0.21,0.5334,7.8,607.0,0.6,2.2,5.6,15.0
2 Tranches de Saumon Fumé origine Ecosse,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.0,2.54,23.6,791.0,2.7,0.4,10.2,0.7
Pâte de campagne de qualité supérieure,FRA,Fish Meat Eggs,Processed meat,18.0,18.0,0.669291338582677,1.7,15.0,1199.0,9.0,1.4,24.0,3.3
Taboulé au basilic ,FRA,Composite foods,One-dish meals,3.0,3.0,0.275590551181102,0.7,4.0,773.0,1.0,2.0,8.5,22.0
Beurre Moulé Cristaux de Sel (80 % MG) ,FRA,Fat and sauces,Fats,19.0,19.0,0.12,0.3048,0.7,2980.0,55.2,0.5,80.0,0.5
Beurre Moulé Doux,FRA,Fat and sauces,Fats,19.0,19.0,0.03,0.0762,0.7,3050.0,56.6,0.5,82.0,0.5
Beurre Tendre Doux (82 % MG),FRA,Fat and sauces,Fats,19.0,19.0,0.01,0.0254,0.7,3054.0,56.0,0.5,82.0,0.5
Beurre tendre demi-sel,FRA,Fat and sauces,Fats,28.0,28.0,1.2,3.048,0.7,2980.0,54.0,0.5,80.0,0.5
Beurre de baratte doux Bio (82 % MG) ,FRA,Fat and sauces,Fats,19.0,19.0,0.01,0.0254,0.7,3054.0,56.6,0.5,82.0,0.5
Camembert moulé à la louche,FRA,Milk and dairy products,Cheese,20.0,15.0,0.649606299212598,1.65,20.0,1154.0,15.6,0.0,22.0,0.0
Camembert (21 % MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.551181102362205,1.4,19.0,1100.0,15.0,0.0,21.0,0.0
Le vieux colombier,FRA,Milk and dairy products,Cheese,19.0,14.0,0.62992125984252,1.6,20.0,1134.0,15.0,0.1,21.0,1.0
Pointe de Brie (32 % MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.5118110236220471,1.3,17.0,1473.0,23.0,0.0,32.0,0.0
Le Délicieux Double crème (31 % MG),FRA,Milk and dairy products,Cheese,20.0,15.0,0.551181102362205,1.4,16.0,1419.0,22.0,0.0,31.0,0.0
Emmental Râpé (29.5 % MG),DEU,Milk and dairy products,Cheese,17.0,12.0,0.31496062992126,0.8,27.0,1532.0,21.0,0.0,29.0,0.0
Emmental français râpé (28 % MG),FRA,Milk and dairy products,Cheese,17.0,12.0,0.3543307086614171,0.9,27.0,1495.0,20.0,0.0,28.0,0.0
Grana Padano AOP râpé (28% MG),ITA,Milk and dairy products,Cheese,20.0,15.0,0.6,1.524,33.0,1597.0,18.0,0.0,28.0,0.0
Emmental Français Râpé (28 % MG) ,FRA,Milk and dairy products,Cheese,17.0,12.0,0.3543307086614171,0.9,27.0,1495.0,20.0,0.0,28.0,0.0
Abondance (33% MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.5118110236220471,1.3,25.0,1646.0,21.6,0.0,33.0,0.0
Saint Marcellin (23% MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.62992125984252,1.6,16.0,1138.0,18.0,0.6,23.0,0.9
Camembert de Normandie au lait cru moulé à la louche,FRA,Milk and dairy products,Cheese,20.0,15.0,0.649606299212598,1.65,20.0,1154.0,15.6,0.0,22.0,0.0
Cantal Entre-deux (29% MG),FRA,Milk and dairy products,Cheese,22.0,17.0,0.78740157480315,2.0,26.0,1532.0,20.6,1.0,29.0,1.0
Gouda en tranches,NLD,Milk and dairy products,Cheese,21.0,16.0,0.708661417322835,1.8,23.0,1427.0,20.0,0.0,28.0,0.0
"Maasdam (28,8% MG) x 9 tranches - 200 g - Leader Price",NLD,Milk and dairy products,Cheese,20.0,15.0,0.6,1.524,28.0,1542.0,17.6,0.0,28.8,0.0
"Emmental (28,5% MG) x 9 tranches  - 200 g - Leader Price",NLD,Milk and dairy products,Cheese,19.0,14.0,0.49,1.2446,27.9,1529.0,19.4,0.0,28.5,0.0
Fromage à raclette (26% MG),FRA,Milk and dairy products,Cheese,22.0,17.0,0.75,1.905,23.0,1362.0,17.0,0.5,26.0,0.5
Gruyère IGP France,FRA,Milk and dairy products,Cheese,18.0,13.0,0.39399999999999996,1.00076,25.0,1614.0,22.0,0.5,32.0,0.5
"Caussac (26,3% MG)",FRA,Milk and dairy products,Cheese,19.0,14.0,0.590551181102362,1.5,17.0,1262.0,18.7,0.0,26.3,0.0
Selles-sur-Cher,FRA,Milk and dairy products,Cheese,19.0,14.0,0.62992125984252,1.6,18.0,1179.0,17.0,1.3,23.0,1.3
Sainte Maure de Touraine au lait cru (22% MG),FRA,Milk and dairy products,Cheese,18.0,13.0,0.5118110236220471,1.3,18.0,1137.0,15.4,1.0,22.0,1.0
Cantal Entre-deux,FRA,Milk and dairy products,Cheese,22.0,17.0,0.78740157480315,2.0,26.0,1532.0,20.3,0.0,29.0,1.0
Petit Livarot AOP (21 %MG),FRA,Milk and dairy products,Cheese,21.0,16.0,0.728346456692913,1.85,22.5,1160.0,14.9,0.0,21.0,0.0
Cheddar extra-mature,GBR,Milk and dairy products,Cheese,22.0,17.0,0.708661417322835,1.8,25.0,1720.0,21.7,0.0,35.0,0.0
"Carré à la crème (29,5 % MG) 12 Portions",FRA,Milk and dairy products,Cheese,19.0,14.0,0.55,1.3969999999999998,8.5,1270.0,20.0,2.0,29.5,2.0
"Fromage à tartiner - Raisin, figue et noix (27,9 % MG)",FRA,Milk and dairy products,Cheese,16.0,12.0,0.26,0.6604,6.5,1241.0,18.5,5.0,27.9,5.8
Mozzarella (18% MG) ,ITA,Milk and dairy products,Cheese,14.0,9.0,0.23600000000000002,0.59944,17.0,972.0,13.0,1.0,18.0,1.0
Ail et fines herbes fromage à tartiner (27% MG),DNK,Milk and dairy products,Cheese,19.0,16.0,0.56,1.4224,5.3,1126.0,17.1,2.6,26.7,2.8
Mozzarella di Bufala Campana (22% MG),ITA,Milk and dairy products,Cheese,15.0,10.0,0.251968503937008,0.64,14.0,1061.0,15.0,0.0,22.0,0.5
Chèvre (31% MG),FRA,Milk and dairy products,Cheese,17.0,13.0,0.393700787401575,1.0,7.0,1300.0,22.0,2.0,31.0,2.0
Dés Ail et Fines Herbes,FRA,Milk and dairy products,Cheese,19.0,14.0,0.56,1.4224,8.5,1442.0,22.0,2.5,33.0,4.0
Mascarpone (41% MG) - 250 g - Leader Price,ITA,Milk and dairy products,Cheese,15.0,12.0,0.13,0.3302,5.9,1638.0,28.7,2.1,40.6,2.1
Mascarpone (40% MG) - 250 g - Leader Price,ITA,Milk and dairy products,Cheese,14.0,12.0,0.0197,0.050038,4.5,1616.0,28.2,3.5,40.0,3.5
Ricotta,ITA,unknown,unknown,3.0,3.0,0.125984251968504,0.32,8.4,567.0,6.7,3.8,9.5,4.3
Fromage Crémeux (38% MG),FRA,Milk and dairy products,Cheese,18.0,13.0,0.433070866141732,1.1,11.0,1593.0,27.0,0.0,38.0,0.0
Oeufs de poules élevées en plein air Bio,FRA,Fish Meat Eggs,Eggs,-1.0,-1.0,0.13,0.3302,12.3,602.0,2.7,0.7,10.3,0.7
Œufs de poules élevées en plein air (x 12) calibre Moyen - Leader Price,FRA,Fish Meat Eggs,Eggs,0.0,0.0,0.12992125984252,0.33,12.3,692.0,2.7,0.7,10.3,0.7
6 oeufs plein air,FRA,Fish Meat Eggs,Eggs,-1.0,-1.0,0.12992125984252,0.33,12.3,602.0,2.7,0.7,10.3,0.7
Oeufs datés du jour de ponte (x 6) Calibre Gros,FRA,Fish Meat Eggs,Eggs,-1.0,-1.0,0.1,0.254,12.6,594.0,2.7,0.8,9.9,0.8
Sauce béchamel ,FRA,Fat and sauces,Dressings and sauces,7.0,7.0,0.299212598425197,0.76,2.9,420.0,4.4,4.2,6.2,8.3
Œufs de Lompes Rouges,DEU,Fish Meat Eggs,Fish and seafood,11.0,11.0,1.6,4.064,11.0,333.0,1.3,0.2,3.5,0.7
Saumon fumé au bois de hêtre élevé en Ecosse,ESP,Fish Meat Eggs,Fish and seafood,13.0,13.0,1.15,2.93,25.9,925.0,1.87,0.0,12.8,0.267
Saumon fumé au bois de hêtre élevé en Ecosse,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.3,3.302,23.1,806.0,2.7,0.5,10.9,0.6
Saumon fumé au bois de hêtre (Écosse),POL,Fish Meat Eggs,Fish and seafood,13.0,13.0,1.1811023622047199,3.0,19.0,804.0,2.0,0.6,12.6,0.6
Saumon atlantique fumé au bois de hêtre Leader Price,POL,Fish Meat Eggs,Fish and seafood,13.0,13.0,1.2,3.048,23.2,777.0,1.9,0.5,10.1,0.5
Saumon fumé au bois de hêtre élevé en Norvège,ESP,Fish Meat Eggs,Fish and seafood,13.0,13.0,1.14173228346457,2.9,23.0,879.0,2.0,0.0,13.1,0.2
Saumon fumé au bois de hêtre élevé en Norvège,FRA,Fish Meat Eggs,Fish and seafood,13.0,13.0,1.2,3.048,23.2,773.0,1.9,0.5,10.0,0.5
Saumon Atlantique fumé élevé en Irlande Bio (4 tranches + 1 gratuite) - 150 g,FRA,Fish Meat Eggs,Fish and seafood,12.0,12.0,1.1,2.7939999999999996,23.1,647.0,1.7,0.4,6.8,0.4
Filet de bacon fumé finement tranché,BEL,Fish Meat Eggs,Processed meat,10.0,10.0,1.3,3.302,22.0,475.0,1.0,0.5,2.5,0.5
Jambon Serrano,ESP,Fish Meat Eggs,Processed meat,15.0,15.0,2.31889763779528,5.89,29.5,902.0,3.9,0.9,10.4,0.9
Jambon supérieur découenné dégraissé 6 tranches,FRA,Fish Meat Eggs,Processed meat,4.0,4.0,0.708661417322835,1.8,21.0,528.0,1.6,0.7,4.3,0.7
Jambon Supérieur avec couenne,FRA,Fish Meat Eggs,Processed meat,4.0,4.0,0.62992125984252,1.6,21.0,648.0,2.6,0.6,7.5,0.8
"Jambon de Paris, Découenné Dégraissé (4 Tranches)",FRA,Fish Meat Eggs,Processed meat,2.0,2.0,0.551181102362205,1.4,20.9,458.0,0.9,0.5,2.4,0.5
Jambon supérieur Au Torchon avec couenne,FRA,Fish Meat Eggs,Processed meat,11.0,11.0,0.8,2.032,20.0,616.0,2.6,1.0,7.0,1.0
Jambon supérieur découenné dégraissé -25 % de sel,FRA,Fish Meat Eggs,Processed meat,3.0,3.0,0.551181102362205,1.4,21.0,482.0,1.1,0.7,3.0,0.8
Jambon de Paris -25 % de sel Découenné Dégraissé,FRA,Fish Meat Eggs,Processed meat,3.0,3.0,0.590551181102362,1.5,19.0,460.0,1.1,1.5,3.0,1.5
10 Knacks,FRA,Fish Meat Eggs,Processed meat,23.0,23.0,1.1,2.7939999999999996,11.5,1255.0,10.8,1.8,27.8,1.8
Lardons fumés,FRA,Fish Meat Eggs,Processed meat,20.0,20.0,1.1,2.7939999999999996,17.0,1049.0,7.8,0.7,20.0,0.7
Allumettes nature,FRA,Fish Meat Eggs,Processed meat,20.0,20.0,1.22047244094488,3.1,16.0,1036.0,7.9,1.2,20.0,1.4
Saucisson fumé à l'ail,FRA,Fish Meat Eggs,Processed meat,21.0,21.0,1.08,2.75,14.5,1160.0,9.0,0.0,24.2,0.75
Maxi Cheeseburger,FRA,Composite foods,Sandwich,14.0,14.0,0.452755905511811,1.15,12.5,1170.0,6.6,4.0,15.1,23.2
Tagliatelles aux œufs frais ,ITA,Cereals and potatoes,Cereals,-6.0,-6.0,0.02,0.0508,10.9,1260.0,0.5,1.6,1.6,58.3
"Tortelloni, Ricotta épinard aux œufs frais",ITA,Cereals and potatoes,Cereals,0.0,0.0,0.48,1.22,8.53,1080.0,1.0,4.0,2.4,49.5
Fazzoletto Jambon cru,ITA,Cereals and potatoes,Cereals,12.0,12.0,0.484251968503937,1.23,15.2,1100.0,4.3,0.0,9.7,27.6
Tagliatelles aux œufs Bio,FRA,Cereals and potatoes,Cereals,-7.0,-7.0,0.03,0.0762,9.9,1149.0,0.5,1.1,2.1,51.3
Petit salé aux lentilles,FRA,Composite foods,One-dish meals,-3.0,-3.0,0.3,0.762,9.1,572.0,2.4,1.8,6.3,9.5
Blanquette de poulet et riz pilaf,FRA,Composite foods,One-dish meals,-1.0,-1.0,0.25,0.635,8.0,545.0,1.98,2.0,4.4,14.1
Ravioli 3 fromages Bio,FRA,Cereals and potatoes,Cereals,-2.0,-2.0,0.27,0.6858,9.9,1166.0,3.1,3.3,6.9,42.0
Taboulé oriental ,FRA,Composite foods,One-dish meals,2.0,2.0,0.3543307086614171,0.9,4.0,714.0,0.7,5.0,6.0,24.0
Coleslaw ,FRA,Composite foods,One-dish meals,1.0,1.0,0.31496062992126,0.8,1.0,477.0,0.7,5.0,9.0,6.5
Penne au poulet ,FRA,Composite foods,One-dish meals,2.0,2.0,0.41,1.0414,5.5,773.0,2.0,2.0,10.0,17.5
Taboulé oriental ,FRA,Composite foods,One-dish meals,2.0,2.0,0.3543307086614171,0.9,4.0,714.0,0.7,5.0,6.0,24.0
Betteraves rouges à la moutarde à l'ancienne,FRA,Composite foods,One-dish meals,-4.0,-4.0,0.23622047244094502,0.6,1.5,238.0,0.2,6.0,1.5,8.0
Carottes râpées,FRA,Composite foods,One-dish meals,1.0,1.0,0.318897637795276,0.81,0.9,340.0,0.4,4.2,6.1,4.8
Céleri rémoulade,FRA,Composite foods,One-dish meals,1.0,1.0,0.31496062992126,0.8,1.0,566.0,1.0,1.7,12.9,3.0
Taboulé Oriental,FRA,unknown,unknown,-2.0,-2.0,0.26771653543307106,0.68,5.5,844.0,0.6,4.0,6.9,28.1
Caramella Tomate & Mozzarella,ITA,Cereals and potatoes,Cereals,3.0,3.0,0.393700787401575,1.0,11.9,935.0,2.5,2.4,4.6,32.1
Ravioli au jambon aux œufs frais ,FRA,Cereals and potatoes,Cereals,0.0,0.0,0.5,1.27,11.0,975.0,0.9,0.6,3.4,38.0
24 bâtonnets saveurs crabe,LTU,Fish Meat Eggs,Fish and seafood,6.0,6.0,0.78740157480315,2.0,6.4,540.0,0.3,3.7,3.4,18.0
Bâtonnets goût crabe (x 28 Bâtonnets),FRA,Fish Meat Eggs,Fish and seafood,4.0,4.0,0.708661417322835,1.8,7.4,456.0,0.4,3.4,3.4,12.0
"Tortis, Noix de Saint-Jacques* et crevettes",FRA,Composite foods,One-dish meals,-2.0,-2.0,0.24,0.6096,4.9,377.0,0.67,2.1,2.6,10.8
Côtes de Porc cuites,FRA,Fish Meat Eggs,Processed meat,12.0,12.0,0.8661417322834649,2.2,19.7,563.0,2.1,0.6,5.9,0.6
Epaule cuite standard,FRA,Fish Meat Eggs,Processed meat,13.0,13.0,1.1811023622047199,3.0,15.0,537.0,2.5,3.5,6.0,3.5
Tagliatelles carbonara,FRA,Composite foods,One-dish meals,4.0,4.0,0.3,0.762,5.4,663.0,3.4,2.1,7.7,16.6
Tomates farcies et riz cuisiné,SVN,Composite foods,One-dish meals,0.0,0.0,0.15748031496063,0.4,4.4,402.0,1.5,3.0,3.2,11.7
Saumon purée de brocolis,FRA,Composite foods,One-dish meals,4.0,4.0,0.4,1.016,5.3,544.0,3.7,2.1,8.6,7.4
Tarte flambée alsacienne (Flammekueche),FRA,Composite foods,Pizza pies and quiche,10.0,10.0,0.6,1.524,8.1,995.0,4.4,3.0,11.1,25.4
Rosette,FRA,Composite foods,Sandwich,22.0,22.0,0.8267716535433071,2.1,14.0,1440.0,10.0,2.5,21.0,25.0
Jambon Emmental,FRA,Composite foods,Sandwich,14.0,14.0,0.5429999999999999,1.38,12.1,1110.0,6.0,2.41,13.0,24.8
Maxi Sandwich Jambon Emmental Crudités,FRA,Composite foods,Sandwich,0.0,0.0,0.551181102362205,1.4,10.1,867.0,2.4,3.1,7.5,22.2
Poulet rôti crudités pain de mie au son,FRA,Composite foods,Sandwich,-3.0,-3.0,0.47244094488189003,1.2,9.3,816.0,0.6,2.9,6.0,23.8
Thon Crudités,FRA,Composite foods,Sandwich,-4.0,-4.0,0.33858267716535395,0.86,9.3,808.0,0.8,3.0,6.1,24.0
Saumon fumé Aneth,FRA,Composite foods,Sandwich,12.0,12.0,0.551181102362205,1.4,11.3,970.0,4.6,3.6,9.8,24.0
Choucroute garnie,FRA,Composite foods,One-dish meals,3.0,3.0,0.47244094488189003,1.2,5.3,544.0,3.8,0.5,10.7,2.4
Jambon Beurre,FRA,Composite foods,Sandwich,10.0,10.0,0.62992125984252,1.6,10.0,1045.0,5.8,2.4,11.0,26.0
"Poulet quinoa, boulghour et légumes du soleil",FRA,Composite foods,One-dish meals,-1.0,-1.0,0.31,0.7874,6.1,379.0,0.33,2.2,2.5,9.8
Bagel poulet,FRA,Composite foods,Sandwich,4.0,4.0,0.5118110236220471,1.3,9.3,865.0,2.1,4.4,6.5,26.6
Tortilla aux oignons,ESP,unknown,unknown,1.0,1.0,0.433070866141732,1.1,3.6,528.0,1.0,0.6,6.2,13.0
Rillettes de Saumon,FRA,Fish Meat Eggs,Fish and seafood,4.0,4.0,0.590551181102362,1.5,11.2,888.0,2.0,1.3,17.6,1.9
Marinade de calamars aux poivrons et olives vertes,BEL,Composite foods,One-dish meals,4.0,4.0,0.669291338582677,1.7,9.4,621.0,1.6,2.0,11.2,2.4
Marinade de poulpes et d'encornets aux olives vertes,BEL,Composite foods,One-dish meals,3.0,3.0,0.708661417322835,1.8,15.3,510.0,0.9,1.0,6.0,1.65
Quart de Jambon Sec,FRA,Fish Meat Eggs,Processed meat,5.0,5.0,0.4,1.016,29.0,961.0,4.8,1.0,12.0,1.0
Panés de Dinde Fromage,FRA,Composite foods,One-dish meals,11.0,11.0,0.6062992125984251,1.54,13.9,933.0,3.7,0.9,12.6,12.8
Cordon Bleu de Dinde,FRA,Composite foods,One-dish meals,9.0,9.0,0.5708661417322829,1.45,13.0,974.0,3.8,1.4,14.0,13.0
Blanc de Dinde (4 Tranches),FRA,Fish Meat Eggs,Processed meat,3.0,3.0,0.708661417322835,1.8,21.0,424.0,0.5,0.9,1.3,1.1
Nuggets de Poulet,FRA,Composite foods,One-dish meals,10.0,10.0,0.6,1.524,10.0,1066.0,3.5,1.1,17.0,15.0
Blanc de Poulet (4 Tranches),FRA,Fish Meat Eggs,Processed meat,3.0,3.0,0.7,1.778,22.0,441.0,0.2,1.2,1.0,1.5
Dés de Jambon,FRA,Fish Meat Eggs,Processed meat,12.0,12.0,0.905511811023622,2.3,17.5,554.0,2.3,2.0,6.0,2.0
"Blanc de Poulet, Recette Aux Fines Herbes (4 Tranches)",FRA,Fish Meat Eggs,Processed meat,-1.0,-1.0,0.32283464566929104,0.82,21.0,417.0,0.2,0.9,1.2,0.9
"Blanc de Poulet, Recette à la Méridionale (4 Tranches)",FRA,Fish Meat Eggs,Processed meat,2.0,2.0,0.63,1.6002,21.0,438.0,0.4,1.2,1.5,1.2
Yaourts nature (16 Pots),FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.0511811023622047,0.13,3.6,214.0,1.7,3.3,2.6,3.3
Yaourts nature sucrés Au Sucre de Canne ,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.3,319.0,0.7,13.0,1.0,13.0
Yaourt Brassé nature (12 pots),FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0433070866141732,0.11,4.0,268.0,2.2,3.8,3.3,4.6
Spécialité de poire avec morceaux de fruits,FRA,Fruits and vegetables,Fruits,-6.0,-6.0,0.0,0.0,0.4,293.0,0.0,15.0,0.2,15.0
Yaourts aux Fruits avec Morceaux de Fruits,FRA,Milk and dairy products,Milk and yogurt,4.0,4.0,0.047244094488189003,0.12,3.0,410.0,1.8,14.9,2.7,15.2
Yaourts aux fruits Mixés - Sans Morceaux,FRA,Milk and dairy products,Milk and yogurt,4.0,4.0,0.063,0.16002,3.6,474.0,2.5,15.0,3.8,16.0
"Bifidus brassé avec morceaux de fruits (cerise, fraise, mangue, figue, rhubarbe, pruneau)",FRA,Milk and dairy products,Milk and yogurt,4.0,4.0,0.04,0.1016,3.6,418.0,2.1,14.0,3.2,14.0
Yaourts aux fruits avec morceaux Cerises,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.04,0.1016,3.3,357.0,1.8,11.5,2.7,11.8
Yaourts aux fruits avec morceaux Poires,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.04,0.1016,3.3,357.0,1.8,11.5,2.7,11.8
2 yaourts sur lit de framboise,FRA,Milk and dairy products,Milk and yogurt,4.0,4.0,0.0394,0.100076,3.1,464.0,1.6,16.0,3.3,17.0
Yaourts à la Grecque Pignon-Noisette-Raisin,FRA,Milk and dairy products,Milk and yogurt,6.0,6.0,0.0394,0.100076,3.4,588.0,5.8,11.8,8.9,11.8
Yaourts à la Grecque Ananas-Passion,FRA,Milk and dairy products,Milk and yogurt,7.0,7.0,0.0393700787401575,0.1,3.1,572.0,4.9,13.7,7.6,14.0
Yaourts Brassés parfum noix de coco,FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.032,0.0813,3.28,306.0,1.52,9.76,2.16,10.0
Yaourts Brassés vanille,FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0393700787401575,0.1,4.1,395.0,1.3,14.0,1.9,15.0
Yaourts Brassés au citron (4 Pots),FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0393700787401575,0.1,4.0,389.0,2.0,12.3,2.8,12.8
"Yaourt bifidus Brassé nature (0 % MG, 0 % sucre ajouté) ",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.04,0.1016,4.9,187.0,0.0,5.5,0.0,6.1
Yaourts Crémeux aux Fruits,FRA,Milk and dairy products,Milk and yogurt,5.0,5.0,0.0590551181102362,0.15,3.2,457.0,2.7,14.0,4.0,15.0
Yaourts mangues,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.031496062992126,0.08,3.6,379.0,1.7,12.4,2.6,12.9
Yaourts myrtilles,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.05,0.127,3.6,410.0,1.7,13.3,2.7,14.3
Yaourt de Brebis nature,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,5.4,404.0,4.7,2.7,6.6,4.0
"Yaourts Crémeux aux fruits jaunes (Abricot, Poire, Ananas, Nectarine) 8 Pots",FRA,Milk and dairy products,Milk and yogurt,5.0,5.0,0.0567,0.14400000000000002,3.2,462.0,2.72,14.9,4.0,15.1
Créme dessert chocolat,FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0590551181102362,0.15,3.0,496.0,2.5,15.3,3.8,17.5
Crème dessert Chocolat extra Noir,FRA,Milk and dairy products,Dairy desserts,3.0,3.0,0.0590551181102362,0.15,3.7,502.0,2.4,13.0,3.6,18.0
Créme dessert saveur pistache,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0393700787401575,0.1,2.7,453.0,1.9,14.8,3.0,17.4
Ile flottante aux oeufs frais,FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0511811023622047,0.13,4.0,583.0,2.1,20.0,3.8,22.0
Crème dessert saveur chocolat,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.047244094488189003,0.12,3.0,414.0,1.3,15.0,2.0,17.0
Flan caramel (12 pots),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.031496062992126,0.08,1.6,355.0,0.4,16.0,0.6,18.0
2 tartelettes caramel beurre salé ,FRA,unknown,unknown,15.0,15.0,0.12,0.3048,4.8,1615.0,6.9,33.8,19.6,46.3
Mousse au chocolat noir ,FRA,Milk and dairy products,Dairy desserts,3.0,3.0,0.0984251968503937,0.25,5.2,635.0,2.9,21.1,4.4,21.8
